Date,BBAS3,BBDC4,ITUB4,SANB11
2005-06-23,5.667798042297362,,4.723780632019043,
2005-06-24,5.713634014129639,,4.7338595390319815,
2005-06-27,5.669614315032959,,4.813334465026856,
2005-06-28,5.649474143981934,,4.891686916351318,
2005-06-29,5.667798042297362,,4.845684051513672,
2005-06-30,5.805363655090332,,4.835719585418701,
2005-07-01,5.814555168151856,,4.914079666137695,
2005-07-04,5.631091594696045,,4.869189739227295,
2005-07-05,5.502717018127441,,4.86930513381958,
2005-07-06,5.420172214508057,,4.79206657409668,
2005-07-07,5.3284592628479,,4.886094570159912,
2005-07-08,5.3376312255859375,,4.914079666137695,
2005-07-11,5.4770355224609375,,4.953258514404297,
2005-07-12,5.502717018127441,,5.003520488739014,
2005-07-13,5.667798042297362,,5.031615734100342,
2005-07-14,5.777851104736327,,5.03049373626709,
2005-07-15,5.6861228942871085,,4.953817844390869,
2005-07-18,5.5779385566711435,,5.0036282539367685,
2005-07-19,5.530229568481445,,4.9420599937438965,
2005-07-20,5.5944437980651855,,4.99120044708252,
2005-07-21,5.6384687423706055,,4.981019973754883,
2005-07-22,5.5357322692871085,,4.9028825759887695,
2005-07-25,5.2734341621398935,,4.701282501220703,
2005-07-26,5.2734341621398935,,4.734976291656494,
2005-07-27,5.427509784698486,,4.9028825759887695,
2005-07-28,5.67698860168457,,5.059598922729492,
2005-07-29,5.741147518157959,,5.048402786254883,
2005-08-01,5.77603816986084,,5.160337924957275,
2005-08-02,5.961257457733153,,5.332721710205078,
2005-08-03,6.219886779785156,,5.202768802642822,
2005-08-04,6.447367668151856,,5.1267619132995605,
2005-08-05,6.1263370513916025,,5.0651936531066895,
2005-08-08,6.052985668182372,,5.160337924957275,
2005-08-09,6.326305389404298,,5.218549728393555,
2005-08-10,6.355635166168213,,5.305863857269287,
2005-08-11,6.234577655792236,,5.2492194175720215,
2005-08-12,6.328124046325684,,5.193926811218262,
2005-08-15,6.601443767547607,,5.361833572387695,
2005-08-16,6.511524677276611,,5.305863857269287,
2005-08-17,6.860071659088135,,5.312579154968262,
2005-08-18,6.768340110778809,,5.238702297210693,
2005-08-19,6.694988250732423,,5.099332809448242,
2005-08-22,6.6307716369628915,,5.218549728393555,
2005-08-23,6.529907703399657,,5.233103752136231,
2005-08-24,6.447367668151856,,5.32601261138916,
2005-08-25,6.548230648040772,,5.405485153198242,
2005-08-26,6.417981624603272,,5.305863857269287,
2005-08-29,6.309794425964356,,5.395413875579834,
2005-08-30,6.307926654815674,,5.4177961349487305,
2005-08-31,6.399657726287843,,5.518543720245361,
2005-09-01,6.307926654815674,,5.553248405456543,
2005-09-02,6.5005226135253915,,5.6186137199401855,
2005-09-05,6.476696491241455,,5.670224666595459,
2005-09-06,6.447367668151856,,5.893645763397218,
2005-09-08,6.430858612060548,,5.820777416229247,
2005-09-09,6.4730095863342285,,5.8879432678222665,
2005-09-12,6.6307716369628915,,5.85211706161499,
2005-09-13,6.438179016113281,,5.65286922454834,
2005-09-14,6.511524677276611,,5.585703372955322,
2005-09-15,6.6766109466552725,,5.603620529174805,
2005-09-16,6.7830352783203125,,5.661264419555664,
2005-09-19,6.927917957305907,,5.864991188049316,
2005-09-20,7.272772789001465,,5.9549903869628915,
2005-09-21,7.703803062438965,,6.049131393432617,
2005-09-22,7.933098316192628,,5.999879360198975,
2005-09-23,8.081676483154299,,5.999879360198975,
2005-09-26,7.964244842529298,,5.975251197814941,
2005-09-27,7.612069606781006,,5.831973552703857,
2005-09-28,7.740501880645753,,5.853239059448242,
2005-09-29,7.857877731323242,,5.865549564361572,
2005-09-30,7.9606122970581055,,5.960697650909424,
2005-10-03,7.9606122970581055,,6.12300443649292,
2005-10-04,7.795531749725343,,6.1118106842041025,
2005-10-05,7.775337696075439,,5.921520233154298,
2005-10-06,7.428666114807129,,5.7871952056884775,
2005-10-07,7.520397663116455,,6.077105522155763,
2005-10-10,7.670783519744872,,5.9763665199279785,
2005-10-11,7.887206554412843,,6.072632312774657,
2005-10-13,7.602937698364258,,5.7860774993896475,
2005-10-14,7.5369038581848145,,5.7424163818359375,
2005-10-17,7.483695030212402,,6.055840492248535,
2005-10-18,7.5570435523986825,,5.831973552703857,
2005-10-19,7.410344123840332,,5.660706520080566,
2005-10-20,7.140707015991211,,5.496153354644775,
2005-10-21,7.245260715484619,,5.596898078918457,
2005-10-24,7.373637676239014,,5.831973552703857,
2005-10-25,7.446990966796875,,5.630478858947754,
2005-10-26,7.351628303527832,,5.820777416229247,
2005-10-27,7.417660236358643,,5.65399169921875,
2005-10-28,7.336936950683594,,5.73123025894165,
2005-10-31,7.593746662139893,,6.03457498550415,
2005-11-01,7.768017292022705,,6.00546932220459,
2005-11-03,7.703803062438965,,5.915925025939941,
2005-11-04,7.593746662139893,,5.921520233154298,
2005-11-07,7.938602924346924,,6.00546932220459,
2005-11-08,7.953242301940918,,6.134204387664795,
2005-11-09,7.795531749725343,,6.1554718017578125,
2005-11-10,8.127511024475098,,6.177860736846924,
2005-11-11,8.107316017150879,,6.032334804534912,
2005-11-14,7.80285120010376,,6.032334804534912,
2005-11-16,7.520397663116455,,6.1509947776794425,
2005-11-17,7.905588150024414,,6.430834770202638,
2005-11-18,7.703803062438965,,6.223750591278076,
2005-11-21,7.665279865264893,,6.2125630378723145,
2005-11-22,7.5222129821777335,,6.246145248413086,
2005-11-23,7.502016067504883,,6.2808451652526855,
2005-11-24,7.538717269897461,,6.232707977294923,
2005-11-25,7.4928836822509775,,6.318905830383301,
2005-11-28,7.340622901916504,,6.3558406829833975,
2005-11-29,7.390148639678955,,6.268529415130615,
2005-11-30,7.190232753753662,,6.268529415130615,
2005-12-01,7.366318702697754,,6.414046287536621,
2005-12-02,7.832178592681885,,6.492401599884032,
2005-12-05,7.863380908966064,,6.553967475891112,
2005-12-06,7.988125324249268,,6.65471076965332,
2005-12-07,7.850557804107666,,6.5606865882873535,
2005-12-08,7.667102336883545,,6.307711124420166,
2005-12-09,7.612069606781006,,6.324493408203125,
2005-12-12,7.736818790435791,,6.436431884765625,
2005-12-13,7.887206554412843,,6.470017910003662,
2005-12-14,8.068794250488281,,6.436431884765625,
2005-12-15,7.942232608795166,,6.414046287536621,
2005-12-16,7.8046674728393555,,6.3916587829589835,
2005-12-19,7.593746662139893,,6.3133039474487305,
2005-12-20,7.65796422958374,,6.195765972137451,
2005-12-21,7.758824348449707,,6.302110195159912,
2005-12-22,7.749638557434082,,6.3804612159729,
2005-12-23,7.813854694366455,,6.3804612159729,
2005-12-26,7.791843891143799,,6.230470657348633,
2005-12-27,7.797346115112305,,6.2797183990478525,
2005-12-28,7.740501880645753,,6.257336616516112,
2005-12-29,7.740501880645753,,6.302110195159912,
2006-01-02,7.538717269897461,,6.3133039474487305,
2006-01-03,7.703803062438965,,6.486802577972412,
2006-01-04,8.749319076538086,,6.6715030670166025,
2006-01-05,9.009760856628418,,6.626731872558594,
2006-01-06,9.36380386352539,,6.861800670623778,
2006-01-09,9.719611167907717,,6.815902233123778,
2006-01-10,9.427968978881836,,6.82712459564209,
2006-01-11,9.53802490234375,,6.917783737182617,
2006-01-12,9.629753112792967,,6.8853302001953125,
2006-01-13,9.721482276916504,,6.973754405975343,
2006-01-16,9.859051704406738,,6.973754405975343,
2006-01-17,9.794836044311523,,6.9491472244262695,
2006-01-18,9.91407585144043,,6.843888759613037,
2006-01-19,10.482672691345217,,7.176362037658691,
2006-01-20,10.363429069519043,,7.1304664611816415,
2006-01-23,10.335917472839355,,7.031964302062987,
2006-01-24,10.271754264831543,,7.162911415100098,
2006-01-25,10.271754264831543,,,
2006-01-26,10.10667324066162,,7.387900352478027,
2006-01-27,9.73249053955078,,7.2759480476379395,
2006-01-30,9.675592422485352,,7.3039398193359375,
2006-01-31,9.822348594665527,,7.522226810455322,
2006-02-01,10.473484992980957,,7.677854061126709,
2006-02-02,11.003616333007812,,7.499846935272218,
2006-02-03,10.63856315612793,,7.253566265106201,
2006-02-06,10.702783584594727,,7.3542985916137695,
2006-02-07,10.3652982711792,,7.176362037658691,
2006-02-08,10.161697387695312,,7.2759480476379395,
2006-02-09,10.383624076843262,,7.499846935272218,
2006-02-10,10.546892166137695,,7.666627407073975,
2006-02-13,10.354291915893556,,7.611799716949463,
2006-02-14,11.00174045562744,,7.516613483428955,
2006-02-15,10.935712814331056,,7.645331859588622,
2006-02-16,11.09716510772705,,8.03715705871582,
2006-02-17,11.188836097717283,,7.913990497589111,
2006-02-20,10.63856315612793,,8.058395385742188,
2006-02-21,10.08829116821289,,7.913990497589111,
2006-02-22,9.904886245727539,,7.81326150894165,
2006-02-23,9.868186950683594,,7.722598075866699,
2006-02-24,10.007622718811037,,7.690158367156982,
2006-02-27,10.007622718811037,,,
2006-02-28,10.007622718811037,,,
2006-03-01,10.302898406982422,,7.936368942260742,
2006-03-02,10.185525894165039,,7.823330402374268,
2006-03-03,10.27357006072998,,7.863625526428223,
2006-03-06,10.08829116821289,,7.578204154968263,
2006-03-07,9.923213005065918,,7.443873405456543,
2006-03-08,10.069971084594727,,7.2759480476379395,
2006-03-09,9.904886245727539,,7.052107334136963,
2006-03-10,10.306583404541016,,7.231189250946045,
2006-03-13,10.52851390838623,,7.522226810455322,
2006-03-14,10.618426322937012,,7.675620555877685,
2006-03-15,10.688087463378906,,7.746131420135497,
2006-03-16,10.689962387084961,,7.740526676177978,
2006-03-17,10.620243072509766,,7.768507957458496,
2006-03-20,10.510187149047852,,7.748363018035889,
2006-03-21,10.19835090637207,,7.555828094482423,
2006-03-22,10.60373592376709,,7.8580145835876465,
2006-03-23,10.126812934875488,,7.712531089782715,
2006-03-24,10.214855194091797,,7.762899875640869,
2006-03-27,9.730613708496094,,7.544605731964111,
2006-03-28,9.09780502319336,,7.387900352478027,
2006-03-29,9.317914009094238,,7.36437177658081,
2006-03-30,9.372942924499512,,7.328609943389893,
2006-03-31,10.180024147033693,,7.164062976837157,
2006-04-03,10.115805625915527,,7.460641384124756,
2006-04-04,10.05164909362793,,7.589419841766357,
2006-04-05,9.721482276916504,,7.666627407073975,
2006-04-06,9.758129119873047,,7.635261058807372,
2006-04-07,10.014942169189453,,7.516613483428955,
2006-04-10,9.721482276916504,,7.298320770263673,
2006-04-11,9.721482276916504,,7.197590827941895,
2006-04-12,9.739805221557617,,7.102475166320801,
2006-04-13,9.53802490234375,,7.052107334136963,
2006-04-14,9.53802490234375,,,
2006-04-17,9.556403160095217,,7.12370491027832,
2006-04-18,9.895697593688963,,7.231189250946045,
2006-04-19,10.255247116088867,,7.359907627105713,
2006-04-20,10.491864204406738,,7.298320770263673,
2006-04-21,10.491864204406738,,,
2006-04-24,10.473484992980957,,7.242414951324463,
2006-04-25,10.565215110778807,,7.26479434967041,
2006-04-26,10.950404167175293,,7.443873405456543,
2006-04-27,10.877055168151855,,7.298320770263673,
2006-04-28,11.124676704406738,,7.365519523620605,
2006-05-01,11.124676704406738,,,
2006-05-02,10.968731880187988,,7.666627407073975,
2006-05-03,10.913702011108398,,7.723690509796143,
2006-05-04,11.012746810913086,,7.8289432525634775,
2006-05-05,10.913702011108398,,8.046082496643066,
2006-05-08,11.28056812286377,,8.245386123657228,
2006-05-09,11.363110542297365,,8.26661491394043,
2006-05-10,11.830839157104492,,8.059543609619139,
2006-05-11,11.785001754760742,,7.81326150894165,
2006-05-12,11.829025268554688,,7.873699188232423,
2006-05-15,11.739108085632324,,7.5010013580322275,
2006-05-16,12.250859260559082,,7.578204154968263,
2006-05-17,11.785001754760742,,7.445028305053711,
2006-05-18,11.188836097717283,,7.309549331665039,
2006-05-19,10.766997337341307,,7.169601440429688,
2006-05-22,9.904886245727539,,6.828204154968263,
2006-05-23,9.501375198364258,,6.762152671813965,
2006-05-24,9.05928897857666,,6.682697772979736,
2006-05-25,10.455156326293944,,7.0297298431396475,
2006-05-26,11.37229824066162,,7.320766925811768,
2006-05-29,10.840344429016113,,7.21442699432373,
2006-05-30,10.27357006072998,,6.872960090637207,
2006-05-31,10.308401107788086,,6.772228240966798,
2006-06-01,10.858671188354492,,7.152838706970215,
2006-06-02,10.805521011352539,,7.208817481994629,
2006-06-05,10.63856315612793,,6.984914779663086,
2006-06-06,10.820152282714844,,6.805830478668213,
2006-06-07,10.180024147033693,,6.485686779022218,
2006-06-08,9.87187385559082,,6.358078002929688,
2006-06-09,10.271754264831543,,6.3916587829589835,
2006-06-12,9.721482276916504,,6.1118106842041025,
2006-06-13,9.556403160095217,,5.892416477203369,
2006-06-14,9.006129264831543,,5.8935394287109375,
2006-06-15,9.006129264831543,,,
2006-06-16,9.393136978149414,,6.3804612159729,
2006-06-19,9.261068344116213,,6.358078002929688,
2006-06-20,8.951104164123535,,6.492401599884032,
2006-06-21,8.806157112121582,,6.74985933303833,
2006-06-22,8.729123115539549,,6.605458736419678,
2006-06-23,8.446667671203612,,6.727475643157959,
2006-06-26,8.419154167175293,,6.717400550842285,
2006-06-27,8.4283447265625,,6.520388126373291,
2006-06-28,8.694289207458496,,6.503598213195801,
2006-06-29,9.152831077575684,,6.917783737182617,
2006-06-30,9.167523384094238,,7.063267230987549,
2006-07-03,9.191349029541016,,7.3542985916137695,
2006-07-04,9.152831077575684,,7.298320770263673,
2006-07-05,8.677783012390138,,7.119241714477539,
2006-07-06,8.798840522766113,,7.119241714477539,
2006-07-07,8.620938301086426,,7.048731327056885,
2006-07-10,8.586050033569336,,7.008436679840088,
2006-07-11,8.547534942626951,,7.164062976837157,
2006-07-12,8.675966262817383,,6.962538719177246,
2006-07-13,8.501697540283201,,6.783450126647949,
2006-07-14,8.575043678283691,,6.6659111976623535,
2006-07-17,8.47418212890625,,6.509197235107423,
2006-07-18,8.455856323242188,,6.514797687530518,
2006-07-19,8.841046333312988,,7.050955295562744,
2006-07-20,8.584235191345215,,7.014046669006348,
2006-07-21,8.675966262817383,,6.994984149932861,
2006-07-24,8.80803394317627,,7.2759480476379395,
2006-07-25,8.896072387695312,,7.393507480621338,
2006-07-26,8.894201278686523,,7.387900352478027,
2006-07-27,8.896072387695312,,7.3542985916137695,
2006-07-28,9.171210289001463,,7.443873405456543,
2006-07-31,9.152831077575684,,7.4494876861572275,
2006-08-01,8.912581443786621,,7.219971179962157,
2006-08-02,8.941908836364746,,7.209893226623535,
2006-08-03,9.05565071105957,,7.108084678649902,
2006-08-04,9.070293426513672,,7.321846961975098,
2006-08-07,9.18953800201416,,7.26479434967041,
2006-08-08,9.18953800201416,,7.133838653564452,
2006-08-09,9.171210289001463,,7.136070728302003,
2006-08-10,9.299589157104492,,7.219971179962157,
2006-08-11,9.629753112792967,,7.063267230987549,
2006-08-14,9.171210289001463,,6.941305637359619,
2006-08-15,8.951104164123535,,7.269253730773926,
2006-08-16,8.675966262817383,,7.387900352478027,
2006-08-17,8.712613105773926,,7.431571006774902,
2006-08-18,8.721804618835451,,7.365519523620605,
2006-08-21,8.712613105773926,,7.164062976837157,
2006-08-22,8.657588958740233,,7.1864356994628915,
2006-08-23,8.309103965759277,,7.052107334136963,
2006-08-24,8.620938301086426,,7.040886878967285,
2006-08-25,8.373318672180176,,6.906558513641357,
2006-08-28,8.619068145751951,,7.190897464752197,
2006-08-29,8.694289207458496,,7.164062976837157,
2006-08-30,8.749319076538086,,7.208817481994629,
2006-08-31,8.804343223571777,,7.221117973327638,
2006-09-01,9.116183280944824,,7.4774718284606925,
2006-09-04,9.305088996887207,,7.473014831542969,
2006-09-05,9.033646583557127,,7.365519523620605,
2006-09-06,8.952921867370605,,7.198741436004639,
2006-09-07,8.952921867370605,,,
2006-09-08,8.951104164123535,,7.1864356994628915,
2006-09-11,8.852056503295898,,7.0767154693603525,
2006-09-12,8.941908836364746,,7.3868165016174325,
2006-09-13,8.987747192382812,,7.5110015869140625,
2006-09-14,8.786022186279299,,7.410273551940918,
2006-09-15,8.841046333312988,,7.4875426292419425,
2006-09-18,8.859371185302734,,7.512152671813965,
2006-09-19,8.712613105773926,,7.441637992858888,
2006-09-20,8.455856323242188,,7.387900352478027,
2006-09-21,8.07066822052002,,7.164062976837157,
2006-09-22,8.327426910400389,,7.074484825134277,
2006-09-25,8.448483467102049,,7.108084678649902,
2006-09-26,8.712613105773926,,7.177446842193604,
2006-09-27,8.685100555419924,,7.196507930755615,
2006-09-28,8.729123115539549,,7.298320770263673,
2006-09-29,8.712613105773926,,7.28716516494751,
2006-10-02,9.042777061462402,,7.371134281158447,
2006-10-03,9.079483032226562,,7.219971179962157,
2006-10-04,9.396821022033693,,7.657702445983888,
2006-10-05,9.444476127624512,,7.8782286643981925,
2006-10-06,9.448163032531738,,7.807652473449707,
2006-10-09,9.666457176208496,,7.815493583679199,
2006-10-10,9.629753112792967,,7.908452033996582,
2006-10-11,9.09780502319336,,7.902832984924316,
2006-10-12,9.09780502319336,,,
2006-10-13,9.134509086608887,,8.070693969726562,
2006-10-16,9.20604133605957,,8.000187873840332,
2006-10-17,9.169340133666992,,7.958811283111572,
2006-10-18,9.244565963745117,,7.981191158294678,
2006-10-19,9.195035934448242,,8.059543609619139,
2006-10-20,9.061155319213867,,7.986805915832519,
2006-10-23,9.290398597717283,,8.221858978271483,
2006-10-24,9.372942924499512,,8.227474212646483,
2006-10-25,9.444476127624512,,8.28337574005127,
2006-10-26,9.506874084472656,,8.261002540588379,
2006-10-27,9.48486614227295,,8.172574043273926,
2006-10-30,9.413331985473633,,8.032699584960938,
2006-10-31,9.527016639709473,,7.891612529754639,
2006-11-01,9.657266616821287,,7.891612529754639,
2006-11-02,9.657266616821287,,,
2006-11-03,9.648078918457033,,7.936368942260742,
2006-11-06,10.180024147033693,,8.003565788269043,
2006-11-07,10.033266067504883,,8.003565788269043,
2006-11-08,10.011255264282227,,8.121132850646973,
2006-11-09,9.629753112792967,,7.913990497589111,
2006-11-10,9.904886245727539,,7.907296180725098,
2006-11-13,10.086474418640137,,7.966655254364014,
2006-11-14,9.996614456176758,,8.20502758026123,
2006-11-15,9.996614456176758,,,
2006-11-16,10.069971084594727,,8.17149543762207,
2006-11-17,10.086474418640137,,8.225168228149414,
2006-11-20,10.086474418640137,,,
2006-11-21,10.213040351867676,,8.115517616271973,
2006-11-22,10.63856315612793,,8.294602394104004,
2006-11-23,10.63856315612793,,8.227474212646483,
2006-11-24,10.363429069519043,,8.081918716430664,
2006-11-27,9.991117477416992,,7.936368942260742,
2006-11-28,10.308401107788086,,7.966655254364014,
2006-11-29,10.546892166137695,,8.168111801147461,
2006-11-30,10.849538803100586,,8.081918716430664,
2006-12-01,11.225537300109863,,7.986805915832519,
2006-12-04,11.654751777648926,,8.236394882202147,
2006-12-05,11.445649147033693,,8.26776123046875,
2006-12-06,11.234726905822754,,8.361728668212889,
2006-12-07,11.265875816345215,,8.216251373291017,
2006-12-08,11.561205863952635,,8.235309600830076,
2006-12-11,11.920698165893555,,8.26776123046875,
2006-12-12,11.463973999023438,,8.261002540588379,
2006-12-13,11.79413604736328,,8.28337574005127,
2006-12-14,11.773996353149414,,8.390869140625,
2006-12-15,11.665754318237305,,8.428929328918457,
2006-12-18,11.445649147033693,,8.384177207946777,
2006-12-19,11.463973999023438,,8.361728668212889,
2006-12-20,11.509866714477539,,8.440155982971191,
2006-12-21,11.568520545959473,,8.462531089782715,
2006-12-22,11.37229824066162,,8.372956275939941,
2006-12-26,11.445649147033693,,8.462531089782715,
2006-12-27,11.665754318237305,,8.619235038757324,
2006-12-28,11.739108085632324,,8.66399097442627,
2007-01-02,12.05644702911377,,8.762484550476074,
2007-01-03,11.840025901794435,,8.815085411071777,
2007-01-04,12.271055221557615,,8.731185913085938,
2007-01-05,11.739108085632324,,8.395328521728517,
2007-01-08,12.014241218566895,,8.57671070098877,
2007-01-09,11.885868072509766,,8.393104553222656,
2007-01-10,11.849164962768555,,8.396479606628418,
2007-01-11,12.027121543884276,,8.529660224914549,
2007-01-12,12.069268226623535,,8.563253402709961,
2007-01-15,12.25273609161377,,8.604700088500978,
2007-01-16,12.181193351745605,,8.652832984924316,
2007-01-17,12.329773902893065,,8.714347839355469,
2007-01-18,12.511358261108398,,8.658380508422853,
2007-01-19,12.674571990966795,,8.843072891235352,
2007-01-22,12.656248092651367,,8.820699691772461,
2007-01-23,12.472844123840332,,8.78709888458252,
2007-01-24,12.692947387695312,,8.886741638183594,
2007-01-26,12.6104097366333,,8.921422004699707,
2007-01-29,12.564515113830565,,8.714347839355469,
2007-01-30,12.784618377685547,,8.773715019226074,
2007-01-31,12.747973442077635,,8.78709888458252,
2007-02-01,12.674571990966795,,8.78709888458252,
2007-02-02,12.619542121887207,,8.865511894226074,
2007-02-05,12.702081680297852,,8.869980812072754,
2007-02-06,12.672755241394045,,8.815085411071777,
2007-02-07,12.564515113830565,,8.810622215270996,
2007-02-08,12.436135292053224,,8.871061325073242,
2007-02-09,12.195839881896973,,8.658380508422853,
2007-02-12,12.105971336364744,,8.563253402709961,
2007-02-13,12.289381980895994,,8.552041053771973,
2007-02-14,12.729596138000488,,8.747952461242676,
2007-02-15,12.531503677368164,,8.686362266540527,
2007-02-16,12.29124927520752,,8.596856117248535,
2007-02-21,12.60303020477295,,8.483757019042969,
2007-02-22,12.830516815185547,,8.608010292053223,
2007-02-23,12.509486198425293,,8.428929328918457,
2007-02-26,12.729596138000488,,8.484914779663086,
2007-02-27,12.417816162109375,,8.031560897827147,
2007-02-28,12.582895278930664,,8.147968292236326,
2007-03-01,12.656248092651367,,8.03715705871582,
2007-03-02,12.014241218566895,,7.751681327819824,
2007-03-05,11.7758150100708,,7.611799716949463,
2007-03-06,12.271055221557615,,8.048312187194824,
2007-03-07,12.142677307128904,,7.936368942260742,
2007-03-08,12.216029167175293,,8.058395385742188,
2007-03-09,12.52786922454834,,8.137892723083496,
2007-03-12,12.371920585632324,,8.17149543762207,
2007-03-13,11.940890312194824,,7.8468570709228525,
2007-03-14,12.105971336364744,,7.891612529754639,
